VariationID,first_date,first_bucket,latest_date,latest_bucket
150723,2012-09-21,P,2012-09-21,P
150740,2012-09-21,P,2012-09-21,P
150752,2012-09-21,LB,2012-09-21,LB
150754,2012-09-21,VUS,2012-09-21,VUS
151006,2012-05-07,P,2012-05-07,P
151131,2013-02-25,P,2013-02-25,P
151321,2011-04-30,P,2011-04-30,P
151337,2011-04-30,LB,2011-04-30,LB
151434,2011-04-30,LB,2011-04-30,LB
151741,2013-03-26,VUS,2013-03-26,VUS
152160,2014-12-16,P,2014-12-16,P
152239,2013-01-09,VUS,2013-01-09,VUS
152454,2011-04-30,P,2011-04-30,P
152506,2011-04-30,B,2011-04-30,B
152507,2011-04-30,B,2011-04-30,B
152537,2011-04-30,P,2011-04-30,P
152936,2011-04-30,P,2011-04-30,P
152993,2013-02-04,B,2013-02-04,B
153075,2010-10-01,B,2010-10-01,B
153078,2010-10-01,P,2010-10-01,P
153087,2010-10-01,B,2010-10-01,B
153359,2013-09-27,P,2013-09-27,P
153413,2013-08-02,P,2013-08-02,P
153518,2013-07-01,P,2013-07-01,P
153663,2013-08-02,P,2013-08-02,P
153722,2013-08-19,P,2013-08-19,P
153723,2013-08-19,VUS,2013-08-19,VUS
153737,2013-08-26,P,2013-08-26,P
154177,2014-03-10,P,2014-03-10,P
154258,2014-03-18,P,2014-03-18,P
154381,2010-08-18,P,2010-08-18,P
154437,2010-09-30,P,2010-09-30,P
154451,2010-12-13,P,2010-12-13,P
154483,2011-09-16,B,2013-06-25,B
154530,2010-12-22,P,2010-12-22,P
154548,2009-11-30,P,2009-11-30,P
154584,2011-09-16,P,2011-09-16,P
154601,2018-02-14,P,2018-02-14,P
154615,2011-09-16,VUS,2011-09-16,VUS
154642,2010-12-22,P,2010-12-22,P
154704,2010-12-22,P,2010-12-22,P
154720,2012-12-10,LP,2012-12-10,LP
154791,2012-12-10,P,2012-12-10,P
155032,2014-07-18,P,2014-07-18,P
155307,2014-03-24,P,2014-03-24,P
155321,2015-06-22,P,2015-06-22,P
155358,2013-09-27,P,2013-09-27,P
155409,2015-06-22,P,2015-06-22,P
155567,2014-07-18,P,2014-07-18,P
155592,2013-10-22,P,2013-10-22,P
155628,2013-12-03,P,2013-12-03,P
155643,2014-07-18,P,2014-07-18,P
155660,2014-03-10,P,2014-03-10,P
155685,2014-03-18,P,2014-03-18,P
156377,2014-09-18,P,2025-07-21,P
156378,2014-09-18,P,2023-04-14,P
156385,2014-09-18,P,2023-11-25,P
156386,2014-09-18,P,2026-01-09,P
156392,2014-09-18,VUS,2014-09-18,VUS
156398,2014-09-18,VUS,2017-11-28,VUS
156399,2014-09-18,VUS,2026-01-21,VUS
156528,2012-09-01,P,2012-09-01,P
156529,2012-09-01,P,2024-01-29,P
160862,2011-08-12,P,2011-08-12,P
161015,2011-08-12,B,2011-08-12,B
161023,2011-08-12,B,2011-08-12,B
161058,2011-08-12,P,2011-08-12,P
161069,2011-08-12,B,2011-08-12,B
161071,2011-08-12,P,2011-08-12,P
166827,2014-01-30,VUS,2023-10-01,VUS
166828,2013-12-16,B,2026-02-04,B
166831,2014-01-09,P,2025-06-27,P
166833,2014-08-25,LB,2026-01-28,LB
166839,2015-01-27,B,2026-02-04,B
166840,2015-07-14,VUS,2024-05-24,VUS
166893,2014-04-17,B,2026-01-26,B
166908,2014-04-24,VUS,2014-04-24,VUS
167149,2014-04-03,B,2026-01-28,B
167194,2014-04-17,B,2026-01-26,B
167195,2014-04-02,B,2026-02-02,B
167196,2014-04-28,B,2026-02-04,B
167197,2014-02-05,P,2025-09-03,P
167198,2014-02-05,P,2024-03-18,P
167369,2014-02-18,B,2026-02-04,B
167372,2017-09-28,VUS,2026-01-20,VUS
167374,2014-01-30,B,2026-01-27,B
167375,2014-08-26,B,2026-02-04,B
167376,2016-07-25,VUS,2024-10-15,VUS
167380,2014-04-29,B,2026-01-28,B
167606,2016-10-06,B,2026-02-02,B
188192,2015-02-23,P,2026-02-08,P
188193,2021-07-03,LP,2025-11-08,LP
188351,2014-05-07,B,2026-01-21,B
188389,2016-06-30,LB,2026-02-01,LB
189238,2014-06-24,VUS,2014-06-24,VUS
189379,2013-08-01,P,2013-08-01,P
189380,2013-08-01,P,2013-08-01,P
191072,2018-02-14,P,2023-09-29,P
191278,2023-12-16,P,2023-12-16,P
193467,2014-07-18,VUS,2014-07-18,VUS
193505,2014-06-18,P,2025-08-11,P
193507,2015-01-14,B,2026-02-02,B
193568,2014-09-03,VUS,2022-05-28,VUS
193691,2015-03-05,LB,2026-01-19,LB
193804,2015-04-30,VUS,2023-12-29,VUS
193899,2018-01-13,VUS,2024-04-08,VUS
193933,2015-01-28,VUS,2024-09-11,VUS
194249,2018-07-24,VUS,2025-06-16,VUS
194251,2015-04-01,B,2026-02-03,B
194271,2015-04-01,VUS,2023-07-17,VUS
194404,2014-06-06,P,2025-12-15,P
194405,2018-07-24,VUS,2025-06-16,VUS
194406,2018-07-24,VUS,2025-06-16,VUS
194408,2017-10-04,VUS,2025-08-24,VUS
194410,2016-10-26,B,2026-01-31,B
194412,2014-11-06,VUS,2025-02-28,VUS
194434,2015-10-19,VUS,2024-03-11,VUS
194533,2015-03-16,VUS,2015-03-16,VUS
194539,2015-03-02,VUS,2024-05-16,VUS
194562,2014-06-24,VUS,2025-05-05,VUS
194569,2017-02-08,B,2026-02-01,B
194652,2014-10-21,VUS,2022-07-14,VUS
194659,2015-04-21,B,2026-01-02,B
194798,2014-09-01,VUS,2024-09-26,VUS
194865,2014-06-12,VUS,2014-06-12,VUS
194866,2018-06-07,VUS,2024-02-21,VUS
194970,2014-11-17,VUS,2014-11-17,VUS
194988,2014-08-28,P,2025-09-04,P
195422,2014-06-18,VUS,2025-04-02,VUS
195423,2014-09-16,P,2025-05-21,P
195530,2014-09-15,B,2026-02-01,B
195610,2015-01-13,B,2026-01-24,B
195612,2014-11-21,VUS,2022-11-15,VUS
195613,2015-03-02,B,2026-02-02,B
195630,2015-01-30,P,2015-01-30,P
195784,2015-03-11,VUS,2024-11-05,VUS
195976,2014-10-17,VUS,2021-12-26,VUS
195977,2015-01-05,VUS,2025-03-19,VUS
195995,2014-11-17,VUS,2022-06-11,VUS
196032,2014-10-07,B,2026-01-26,B
196470,2017-07-11,VUS,2024-02-26,VUS
196631,2017-05-23,VUS,2024-05-28,VUS
196713,2017-11-10,VUS,2025-09-23,VUS
196793,2015-05-29,VUS,2023-10-23,VUS
196794,2014-05-20,VUS,2025-05-28,VUS
197044,2014-11-14,P,2025-07-25,P
197084,2014-06-10,VUS,2024-03-18,VUS
197597,2014-08-28,P,2025-12-17,P
197706,2015-06-04,VUS,2024-12-16,VUS
197815,2014-06-12,VUS,2022-08-06,VUS
197818,2016-06-06,LB,2026-03-01,LB
197821,2014-09-03,VUS,2025-03-03,VUS
197822,2015-02-27,B,2026-02-01,B
197825,2016-09-08,VUS,2024-01-29,VUS
197881,2014-09-01,B,2026-01-31,B
197973,2015-04-22,VUS,2024-07-17,VUS
198213,2015-04-01,VUS,2024-09-20,VUS
198280,2015-05-22,VUS,2015-05-22,VUS
198443,2014-06-06,VUS,2014-06-06,VUS
198444,2014-06-06,B,2026-02-04,B
198564,2015-03-06,VUS,2022-05-28,VUS
198630,2015-01-12,VUS,2026-01-24,VUS
198911,2015-01-30,VUS,2025-07-31,VUS
199003,2014-09-18,LB,2026-03-01,LB
199047,2014-05-14,VUS,2025-10-21,VUS
199048,2014-09-15,VUS,2023-12-27,VUS
199130,2015-01-12,VUS,2015-01-12,VUS
199134,2014-09-03,VUS,2024-01-23,VUS
199135,2015-03-26,B,2026-01-17,B
210693,2015-04-14,VUS,2026-01-02,VUS
210695,2015-03-19,VUS,2025-07-21,VUS
210696,2015-04-14,VUS,2026-01-02,VUS
212060,2015-02-13,LP,2015-02-13,LP
212061,2014-03-24,VUS,2024-03-22,VUS
212063,2015-05-29,VUS,2024-08-30,VUS
212139,2015-04-29,P,2016-12-29,P
212140,2015-04-09,P,2025-01-08,P
212141,2015-07-17,P,2024-10-30,P
212406,2014-07-15,VUS,2014-07-15,VUS
212407,2014-05-02,VUS,2014-05-02,VUS
212408,2015-02-01,VUS,2015-02-01,VUS
212730,2014-08-21,LP,2024-06-20,LP
215466,2015-03-16,B,2015-03-16,B
215518,2018-01-12,B,2026-02-01,B
215539,2017-01-30,B,2026-01-25,B
215727,2022-11-17,LB,2023-09-23,LB
215878,2024-03-06,LB,2024-03-06,LB
215886,2021-11-03,LB,2025-11-03,LB
215888,2023-08-10,LB,2023-08-10,LB
215941,2026-01-27,LB,2026-01-27,LB
216011,2024-02-15,P,2024-02-15,P
216125,2023-08-10,P,2023-08-10,P
216126,2015-02-25,P,2015-02-25,P
216136,2018-10-31,P,2023-08-04,P
216488,2022-05-17,VUS,2022-08-06,VUS
216766,2016-09-29,VUS,2016-09-29,VUS
216767,2021-08-28,VUS,2021-08-28,VUS
216769,2015-10-05,VUS,2021-09-01,VUS
216770,2015-03-21,VUS,2015-03-21,VUS
216824,2023-02-01,LB,2025-12-10,LB
216825,2018-02-08,VUS,2018-02-08,VUS
216826,2015-02-23,P,2026-02-05,P
217621,2015-02-23,P,2025-11-06,P
217622,2015-02-23,P,2026-01-16,P
217623,2015-02-23,P,2026-01-22,P
217624,2015-02-23,P,2026-01-20,P
217625,2015-02-23,P,2024-01-26,P
217626,2015-02-23,P,2025-12-22,P
217627,2015-02-23,P,2025-10-27,P
217628,2015-02-23,P,2025-11-28,P
217629,2015-02-23,P,2021-07-10,P
217630,2015-02-23,P,2023-10-28,P
217631,2015-02-23,P,2026-01-20,P
217633,2015-02-23,P,2024-02-20,P
217634,2015-02-23,P,2015-02-23,P
217635,2015-02-23,P,2026-01-26,P
217636,2014-06-25,P,2025-08-04,P
217637,2015-02-23,P,2026-01-02,P
217638,2015-02-23,P,2025-08-04,P
217639,2015-02-23,P,2024-11-12,P
217640,2015-02-23,P,2015-02-23,P
217690,2015-02-23,P,2024-03-18,P
217691,2007-07-01,P,2015-02-23,P
217692,2015-02-23,P,2023-10-06,P
217694,2015-02-23,P,2025-08-31,P
217695,2015-02-23,P,2015-02-23,P
217708,2015-02-23,P,2015-02-23,P
217709,2015-02-23,P,2015-02-23,P
217712,2015-02-23,P,2025-06-16,P
217713,2015-02-23,P,2015-02-23,P
217716,2015-02-23,P,2015-02-23,P
217717,2015-02-23,P,2025-09-10,P
217718,2015-02-23,P,2015-02-23,P
217719,2015-02-23,P,2015-02-23,P
217720,2011-07-01,P,2024-05-21,P
217724,2015-02-23,P,2024-11-23,P
217726,2015-02-23,P,2026-01-12,P
217727,2015-02-23,P,2015-02-23,P
217728,2015-02-23,P,2015-02-23,P
217730,2015-02-23,LP,2015-02-23,LP
217731,2015-02-23,LP,2024-11-20,LP
218802,2015-02-05,VUS,2025-10-28,VUS
219021,2015-07-13,P,2015-07-13,P
219524,2018-01-12,B,2026-02-01,B
219735,2015-10-20,VUS,2026-01-05,VUS
219984,2018-01-12,B,2026-01-12,B
219998,2023-06-06,VUS,2023-06-06,VUS
220093,2018-01-12,B,2026-01-24,B
220095,2015-09-23,B,2026-02-03,B
220230,2021-08-12,VUS,2021-08-12,VUS
220304,2018-01-13,B,2026-02-01,B
220305,2019-11-12,VUS,2025-02-05,VUS
220868,2010-01-01,P,2026-01-24,P
220869,2018-01-13,VUS,2024-09-03,VUS
221334,2015-07-20,VUS,2015-07-20,VUS
