VariationID,first_date,first_bucket,latest_date,latest_bucket,years_to_reclassification,transition
274004,2016-11-18,P,2025-03-12,VUS,8.31211498973306,P_to_VUS
281467,2015-06-25,B,2026-03-24,LB,10.746064339493497,B_to_LB
281468,2015-06-25,B,2026-01-26,LB,10.590006844626968,B_to_LB
285269,2016-01-27,LB,2025-12-25,B,9.911019849418206,LB_to_B
285788,2016-02-05,P,2024-02-16,LP,8.030116358658454,P_to_LP
286096,2016-02-26,LB,2026-01-05,B,9.859000684462696,LB_to_B
289291,2016-08-04,LB,2026-01-26,B,9.478439425051334,LB_to_B
294956,2016-12-12,LB,2026-02-03,B,9.144421629021219,LB_to_B
294959,2017-02-13,LB,2026-02-01,B,8.966461327857632,LB_to_B
294964,2018-01-13,B,2026-02-01,LB,8.05201916495551,B_to_LB
296081,2018-01-12,VUS,2019-10-28,LB,1.7905544147843941,VUS_to_LB
299936,2018-01-13,B,2018-01-13,LB,0.0,B_to_LB
299937,2018-01-13,B,2021-05-15,LB,3.3347022587268995,B_to_LB
301105,2018-01-12,B,2018-12-22,LB,0.9418206707734429,B_to_LB
301116,2018-01-12,B,2018-06-16,LB,0.4243668720054757,B_to_LB
301125,2018-01-13,B,2025-09-18,LB,7.6796714579055445,B_to_LB
301126,2018-01-13,B,2025-12-01,LB,7.882272416153319,B_to_LB
301127,2018-01-13,B,2025-11-19,LB,7.8494182067077345,B_to_LB
301133,2019-08-06,B,2025-09-10,LB,6.09719370294319,B_to_LB
301142,2018-01-12,B,2023-03-01,LB,5.130732375085558,B_to_LB
310276,2018-01-12,VUS,2021-08-09,LB,3.572895277207392,VUS_to_LB
310304,2018-01-13,LB,2026-01-29,B,8.043805612594113,LB_to_B
310306,2018-01-13,LB,2026-01-21,B,8.021902806297057,LB_to_B
310309,2018-01-13,LB,2026-01-27,B,8.038329911019849,LB_to_B
311971,2018-01-13,LB,2026-02-04,B,8.060232717316905,LB_to_B
311977,2018-01-13,LB,2026-02-04,B,8.060232717316905,LB_to_B
311996,2018-01-13,LB,2026-02-04,B,8.060232717316905,LB_to_B
312017,2021-08-11,LB,2026-01-28,B,4.465434633812457,LB_to_B
312039,2018-01-13,LB,2026-01-28,B,8.041067761806982,LB_to_B
312083,2018-01-13,LB,2023-05-01,B,5.295003422313484,LB_to_B
313336,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
313444,2018-01-13,B,2018-01-13,LB,0.0,B_to_LB
313445,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
313456,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
313460,2018-01-13,B,2018-12-22,LB,0.9390828199863107,B_to_LB
313466,2018-01-13,LB,2026-01-05,B,7.9780971937029435,LB_to_B
313467,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
313470,2018-01-13,B,2018-01-13,LB,0.0,B_to_LB
313472,2018-01-12,B,2018-01-12,LB,0.0,B_to_LB
318282,2017-04-28,LB,2025-12-31,B,8.676249144421629,LB_to_B
318287,2018-01-13,B,2025-11-01,LB,7.800136892539356,B_to_LB
318293,2021-08-10,LB,2025-12-30,B,4.388774811772758,LB_to_B
318296,2018-06-01,LB,2026-01-19,B,7.6358658453114305,LB_to_B
322942,2018-01-12,LB,2024-08-25,VUS,6.617385352498289,LB_to_VUS
322945,2017-04-28,LB,2025-12-22,B,8.65160848733744,LB_to_B
324361,2017-04-27,LB,2026-01-06,B,8.695414099931554,LB_to_B
324386,2017-04-27,LB,2026-01-26,B,8.750171115674195,LB_to_B
324410,2018-01-13,LB,2026-01-12,B,7.997262149212868,LB_to_B
324420,2018-01-12,LB,2026-01-08,B,7.989048596851472,LB_to_B
341969,2018-01-12,LB,2019-12-31,B,1.9657768651608487,LB_to_B
341971,2018-01-13,LB,2019-12-31,B,1.9630390143737166,LB_to_B
341972,2017-04-27,LB,2019-12-31,B,2.6776180698151952,LB_to_B
341975,2018-01-13,VUS,2022-02-08,LB,4.071184120465435,VUS_to_LB
341980,2018-01-12,LB,2019-12-31,B,1.9657768651608487,LB_to_B
341983,2017-12-04,B,2018-01-13,LB,0.10951403148528405,B_to_LB
346687,2017-04-28,LB,2026-02-01,B,8.763860369609857,LB_to_B
346696,2018-01-13,B,2025-11-09,LB,7.822039698836414,B_to_LB
346699,2018-01-12,B,2025-12-21,LB,7.939767282683094,B_to_LB
346700,2018-01-13,B,2025-06-12,LB,7.411362080766598,B_to_LB
346701,2018-01-13,B,2022-05-04,LB,4.303901437371663,B_to_LB
346708,2018-01-12,B,2023-12-05,LB,5.894592744695414,B_to_LB
346712,2018-01-12,B,2025-07-20,LB,7.51813826146475,B_to_LB
346714,2018-01-13,B,2025-12-26,LB,7.950718685831622,B_to_LB
349654,2018-01-13,LB,2026-01-28,B,8.041067761806982,LB_to_B
349682,2017-02-27,LB,2026-01-28,B,8.917180013689254,LB_to_B
349686,2018-01-13,LB,2026-02-02,B,8.054757015742641,LB_to_B
349719,2018-01-12,LB,2026-01-28,B,8.043805612594113,LB_to_B
349721,2018-01-13,LB,2026-02-02,B,8.054757015742641,LB_to_B
349735,2018-01-13,LB,2026-01-28,B,8.041067761806982,LB_to_B
349746,2018-01-12,LB,2026-01-23,B,8.030116358658454,LB_to_B
349747,2018-01-13,LB,2026-02-01,B,8.05201916495551,LB_to_B
349768,2018-01-13,LB,2026-01-28,B,8.041067761806982,LB_to_B
349771,2018-01-13,LB,2026-01-25,B,8.032854209445585,LB_to_B
349793,2018-01-13,LB,2026-01-26,B,8.035592060232718,LB_to_B
349800,2018-01-13,LB,2026-01-19,B,8.016427104722792,LB_to_B
363646,2018-01-12,B,2020-06-12,LB,2.414784394250513,B_to_LB
363648,2018-01-13,B,2026-01-05,LB,7.9780971937029435,B_to_LB
363654,2018-01-12,LB,2025-12-15,B,7.923340177960301,LB_to_B
363664,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
363665,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
366099,2018-01-12,LB,2026-01-16,B,8.010951403148528,LB_to_B
366119,2016-11-01,B,2025-12-15,LB,9.119780971937029,B_to_LB
372086,2016-07-28,LB,2026-01-24,B,9.492128678986996,LB_to_B
372092,2016-09-07,LB,2025-02-01,B,8.402464065708418,LB_to_B
372098,2016-10-25,LB,2026-01-28,B,9.259411362080767,LB_to_B
373424,2016-11-28,LP,2025-06-06,P,8.5201916495551,LP_to_P
377055,2017-01-12,B,2024-02-08,LB,7.0718685831622174,B_to_LB
377967,2016-11-02,LB,2024-12-06,B,8.093086926762492,LB_to_B
378846,2015-05-06,LB,2019-06-28,B,4.145106091718001,LB_to_B
379291,2015-04-23,LB,2026-01-18,B,10.740588637919233,LB_to_B
384591,2020-12-24,LP,2024-09-19,VUS,3.7371663244353184,LP_to_VUS
389515,2016-09-21,LB,2025-11-23,B,9.17180013689254,LB_to_B
392411,2017-01-09,LP,2019-07-06,P,2.485968514715948,LP_to_P
413453,2021-06-28,LB,2025-02-26,B,3.6659822039698837,LB_to_B
413471,2021-10-18,B,2025-11-05,LB,4.049281314168378,B_to_LB
419700,2015-09-09,P,2022-03-26,LP,6.543463381245722,P_to_LP
429714,2017-05-15,P,2021-11-19,LP,4.514715947980835,P_to_LP
429788,2021-12-23,LP,2025-07-21,P,3.575633127994524,LP_to_P
430489,2019-06-27,B,2026-03-30,LB,6.757015742642026,B_to_LB
430696,2016-11-02,P,2024-04-05,LP,7.422313483915127,P_to_LP
441279,2005-07-01,P,2022-08-03,LP,17.089664613278575,P_to_LP
445627,2017-05-30,LB,2026-01-27,B,8.66255989048597,LB_to_B
445688,2017-04-20,LB,2025-08-01,B,8.281998631074606,LB_to_B
445933,2017-08-31,LB,2026-02-01,B,8.421629021218344,LB_to_B
446167,2015-02-03,LP,2022-02-03,P,7.000684462696783,LP_to_P
459256,2022-04-14,P,2022-08-01,LP,0.29842573579739906,P_to_LP
463526,2020-06-30,LB,2026-01-06,B,5.519507186858316,LB_to_B
480782,2016-06-10,LB,2025-02-27,B,8.71731690622861,LB_to_B
486330,2017-07-25,LB,2025-02-27,B,7.594798083504449,LB_to_B
496815,2018-02-26,VUS,2026-01-26,B,7.915126625598905,VUS_to_B
496847,2017-02-09,B,2020-04-28,LB,3.2142368240930868,B_to_LB
497434,2016-10-05,LB,2026-02-02,B,9.32785763175907,LB_to_B
498506,2016-11-23,LB,2026-01-25,B,9.17180013689254,LB_to_B
499147,2016-12-08,P,2025-05-19,LP,8.4435318275154,P_to_LP
504571,2017-01-25,LB,2026-01-15,B,8.971937029431896,LB_to_B
512355,2020-12-15,LB,2026-01-24,B,5.108829568788501,LB_to_B
513653,2020-11-04,LB,2025-11-12,B,5.021218343600274,LB_to_B
514988,2020-09-16,LB,2025-12-29,B,5.284052019164956,LB_to_B
516123,2021-03-04,LB,2026-02-01,B,4.914442162902122,LB_to_B
517597,2019-03-01,B,2025-11-19,LB,6.721423682409308,B_to_LB
521427,2016-12-12,P,2025-02-11,LP,8.167008898015059,P_to_LP
522066,2017-09-18,P,2025-06-26,LP,7.770020533880904,P_to_LP
522400,2017-08-03,P,2023-11-30,LP,6.324435318275154,P_to_LP
523570,2017-01-01,P,2022-12-30,LP,5.993155373032169,P_to_LP
543766,2020-11-27,LB,2025-02-25,B,4.246406570841889,LB_to_B
546997,2020-11-24,B,2026-04-16,LB,5.390828199863107,B_to_LB
559144,2016-02-23,LB,2026-01-27,B,9.927446954140999,LB_to_B
559147,2016-02-19,VUS,2026-03-01,LB,10.028747433264886,VUS_to_LB
559148,2016-02-23,VUS,2026-01-27,B,9.927446954140999,VUS_to_B
559153,2018-03-19,LB,2025-12-23,B,7.7645448323066395,LB_to_B
559155,2016-02-25,LB,2026-03-01,B,10.012320328542094,LB_to_B
562380,2018-09-16,LP,2022-08-27,P,3.9452429842573578,LP_to_P
562383,2018-09-16,LP,2021-01-09,VUS,2.316221765913758,LP_to_VUS
562392,2018-09-16,LP,2024-08-28,VUS,5.949349760438056,LP_to_VUS
562404,2018-09-16,LP,2024-04-14,P,5.577002053388091,LP_to_P
586923,2018-02-02,P,2022-03-15,LP,4.112251882272417,P_to_LP
591327,2018-09-16,VUS,2025-10-01,P,7.041752224503765,VUS_to_P
591834,2018-09-16,VUS,2025-07-11,LP,6.8172484599589325,VUS_to_LP
591936,2018-09-16,VUS,2023-07-21,P,4.843258042436688,VUS_to_P
592044,2018-09-16,VUS,2023-06-15,P,4.744695414099931,VUS_to_P
594637,2017-11-14,LB,2026-01-26,B,8.199863107460644,LB_to_B
595461,2017-12-21,LP,2024-11-05,P,6.874743326488707,LP_to_P
596384,2018-03-27,LB,2025-09-08,B,7.452429842573579,LB_to_B
599533,2001-11-18,P,2024-08-09,VUS,22.72416153319644,P_to_VUS
599633,2013-01-01,LP,2025-10-14,VUS,12.78302532511978,LP_to_VUS
620314,2023-04-26,P,2024-12-31,LP,1.6837782340862424,P_to_LP
623172,2017-11-21,LP,2024-02-17,P,6.239561943874059,LP_to_P
624235,2018-12-11,B,2026-04-21,LB,7.359342915811088,B_to_LB
633688,2018-09-16,VUS,2021-01-09,LB,2.316221765913758,VUS_to_LB
635607,2019-07-06,P,2024-06-03,LP,4.91170431211499,P_to_LP
635631,2019-07-06,P,2024-05-09,LP,4.843258042436688,P_to_LP
635633,2019-07-06,P,2022-07-09,LP,3.0088980150581794,P_to_LP
635640,2019-07-06,LP,2023-03-27,P,3.7234770704996576,LP_to_P
635647,2019-07-06,P,2023-01-15,LP,3.5290896646132786,P_to_LP
635668,2018-12-14,LP,2025-10-31,P,6.880219028062971,LP_to_P
635675,2019-07-06,P,2023-01-25,LP,3.5564681724845997,P_to_LP
635684,2019-07-06,P,2024-07-30,LP,5.06776180698152,P_to_LP
635689,2019-07-06,P,2024-10-07,LP,5.256673511293634,P_to_LP
658717,2018-11-27,LP,2025-04-16,P,6.38466803559206,LP_to_P
667374,2017-08-21,LP,2024-02-13,P,6.480492813141684,LP_to_P
668435,2018-06-08,LB,2026-01-19,B,7.616700889801506,LB_to_B
679372,2018-06-16,LB,2026-01-01,B,7.545516769336071,LB_to_B
684621,2015-05-31,P,2020-05-28,VUS,4.993839835728953,P_to_VUS
684622,2015-05-31,P,2020-05-28,VUS,4.993839835728953,P_to_VUS
695249,2021-08-31,LB,2026-02-01,B,4.421629021218344,LB_to_B
697785,2020-12-11,LB,2026-01-14,B,5.092402464065708,LB_to_B
702098,2018-01-13,LB,2026-02-04,B,8.060232717316905,LB_to_B
702387,2021-10-11,LB,2026-01-28,B,4.298425735797399,LB_to_B
702618,2022-11-06,LB,2025-08-30,B,2.8145106091718,LB_to_B
702837,2022-02-23,LB,2025-01-24,B,2.91854893908282,LB_to_B
703312,2021-12-08,LB,2025-07-17,B,3.6057494866529773,LB_to_B
704319,2023-05-09,LB,2025-06-12,B,2.0944558521560577,LB_to_B
705326,2017-12-13,LB,2025-02-27,B,7.208761122518823,LB_to_B
705367,2018-01-13,LB,2026-01-24,B,8.030116358658454,LB_to_B
705404,2021-08-17,LB,2025-06-12,B,3.8193018480492813,LB_to_B
706005,2020-03-13,LB,2026-01-31,B,5.886379192334018,LB_to_B
706216,2019-05-22,LB,2026-01-26,B,6.683093771389459,LB_to_B
707348,2020-03-27,LB,2025-12-24,B,5.7440109514031485,LB_to_B
708640,2021-01-22,LB,2025-12-13,B,4.889801505817933,LB_to_B
710136,2019-07-24,B,2019-12-31,LB,0.4380561259411362,B_to_LB
715246,2019-12-31,B,2024-05-01,LB,4.334017796030117,B_to_LB
715582,2023-04-01,LB,2025-12-25,B,2.735112936344969,LB_to_B
716933,2019-04-15,LB,2025-11-04,B,6.5571526351813825,LB_to_B
721168,2018-01-13,LB,2019-12-31,B,1.9630390143737166,LB_to_B
721857,2025-07-01,LB,2026-01-27,B,0.5749486652977412,LB_to_B
722602,2025-03-05,LB,2025-12-26,B,0.810403832991102,LB_to_B
725157,2018-01-17,LB,2022-06-01,B,4.369609856262834,LB_to_B
725673,2018-01-13,LB,2026-01-24,B,8.030116358658454,LB_to_B
726972,2018-01-13,LB,2026-01-02,B,7.969883641341547,LB_to_B
728157,2021-07-18,LB,2025-10-13,B,4.238193018480493,LB_to_B
728571,2018-01-13,LB,2026-01-31,B,8.049281314168377,LB_to_B
729081,2017-12-04,B,2019-06-07,LB,1.5058179329226558,B_to_LB
729285,2021-11-30,LB,2026-01-19,B,4.136892539356605,LB_to_B
729497,2021-11-04,LB,2025-12-11,B,4.101300479123887,LB_to_B
730903,2021-10-11,LB,2025-10-09,B,3.994524298425736,LB_to_B
731749,2017-04-27,B,2026-03-01,LB,8.843258042436688,B_to_LB
731820,2017-12-12,LB,2019-12-31,B,2.0506502395619437,LB_to_B
733026,2016-12-12,LB,2026-01-16,B,9.095140314852841,LB_to_B
734237,2021-11-19,LB,2025-08-04,B,3.707049965776865,LB_to_B
737325,2019-06-20,LB,2025-11-11,B,6.395619438740589,LB_to_B
740519,2021-08-16,LB,2026-01-24,B,4.440793976728268,LB_to_B
746694,2019-07-31,B,2026-01-01,LB,6.422997946611909,B_to_LB
746864,2025-09-14,LB,2025-09-30,B,0.04380561259411362,LB_to_B
754825,2019-03-26,LB,2026-01-13,B,6.803559206023272,LB_to_B
755481,2023-05-15,LB,2025-02-26,B,1.787816563997262,LB_to_B
760115,2022-04-04,LB,2025-02-26,B,2.8993839835728954,LB_to_B
765190,2021-04-19,LB,2025-02-26,B,3.8576317590691307,LB_to_B
770448,2018-01-12,LB,2026-01-02,B,7.972621492128679,LB_to_B
772452,2021-07-29,LB,2025-12-21,B,4.396988364134154,LB_to_B
772909,2017-04-27,B,2026-01-19,LB,8.731006160164272,B_to_LB
772959,2021-08-05,LB,2025-12-29,B,4.399726214921286,LB_to_B
774278,2019-12-31,B,2025-08-18,LB,5.631759069130732,B_to_LB
778721,2018-01-12,LB,2026-01-23,B,8.030116358658454,LB_to_B
779107,2021-07-07,LB,2026-02-03,B,4.577686516084873,LB_to_B
780089,2025-05-01,LB,2025-12-31,B,0.6680355920602327,LB_to_B
780090,2025-05-01,LB,2025-12-31,B,0.6680355920602327,LB_to_B
781192,2021-08-17,LB,2026-01-10,B,4.399726214921286,LB_to_B
781193,2025-03-01,LB,2026-01-06,B,0.8514715947980835,LB_to_B
781779,2019-12-31,B,2025-06-01,LB,5.418206707734429,B_to_LB
783031,2023-11-01,LB,2025-12-23,B,2.1437371663244353,LB_to_B
784210,2020-07-08,LB,2026-01-24,B,5.546885694729637,LB_to_B
785842,2019-12-31,B,2025-08-18,LB,5.631759069130732,B_to_LB
787067,2019-03-28,B,2025-12-31,LB,6.76249144421629,B_to_LB
788524,2021-09-01,LB,2026-01-28,B,4.407939767282683,LB_to_B
789096,2018-01-13,LB,2025-12-21,B,7.9370294318959616,LB_to_B
790840,2025-08-18,LB,2026-01-05,B,0.38329911019849416,LB_to_B
793475,2020-11-20,LB,2026-01-25,B,5.1800136892539355,LB_to_B
793480,2018-01-13,LB,2025-04-12,B,7.24435318275154,LB_to_B
794069,2018-01-13,LB,2026-01-28,B,8.041067761806982,LB_to_B
800599,2019-05-24,B,2021-05-23,LB,1.998631074606434,B_to_LB
805641,2018-12-21,B,2026-01-26,LB,7.099247091033539,B_to_LB
807521,2017-09-15,LP,2024-07-01,P,6.792607802874743,LP_to_P
807976,2019-05-01,LB,2024-10-24,B,5.4839151266255985,LB_to_B
809896,2019-09-26,LB,2026-01-28,B,6.3408624229979464,LB_to_B
809899,2019-05-19,LB,2026-02-02,B,6.71047227926078,LB_to_B
809909,2019-03-19,LB,2026-01-19,B,6.839151266255989,LB_to_B
817557,2019-10-01,P,2024-11-05,LP,5.0978781656399725,P_to_LP
820303,2019-08-08,P,2025-06-16,LP,5.856262833675565,P_to_LP
820691,2019-08-12,LB,2025-02-26,B,5.544147843942505,LB_to_B
821338,2019-09-25,LB,2025-02-27,B,5.426420260095825,LB_to_B
822779,2019-10-01,LB,2025-02-25,B,5.404517453798768,LB_to_B
829843,2019-05-23,VUS,2024-11-05,P,5.456536618754278,VUS_to_P
834788,2021-11-04,P,2024-11-05,LP,3.0034223134839153,P_to_LP
870395,2018-08-28,P,2024-11-01,LP,6.179329226557153,P_to_LP
871711,2021-05-05,P,2024-03-12,LP,2.8528405201916494,P_to_LP
871758,2019-04-01,P,2026-03-29,LP,6.992470910335387,P_to_LP
877499,2018-01-13,B,2023-04-03,LB,5.218343600273785,B_to_LB
878526,2018-01-13,VUS,2022-06-27,LB,4.4517453798767965,VUS_to_LB
881238,2018-01-13,LB,2026-02-01,B,8.05201916495551,LB_to_B
881588,2018-01-13,LB,2018-01-13,B,0.0,LB_to_B
881630,2018-01-12,LB,2018-01-12,B,0.0,LB_to_B
882199,2018-01-13,B,2018-01-13,LB,0.0,B_to_LB
883642,2018-01-12,LB,2026-02-01,B,8.054757015742641,LB_to_B
889650,2018-01-12,LB,2026-01-18,B,8.016427104722792,LB_to_B
889651,2018-01-13,LB,2025-12-23,B,7.942505133470226,LB_to_B
891018,2017-04-27,LB,2026-01-26,B,8.750171115674195,LB_to_B
891019,2018-01-13,LB,2022-06-27,B,4.4517453798767965,LB_to_B
902580,2018-01-13,LB,2019-07-01,B,1.462012320328542,LB_to_B
905141,2018-01-12,LB,2026-01-26,B,8.038329911019849,LB_to_B
906417,2018-01-13,LB,2026-01-31,B,8.049281314168377,LB_to_B
910386,2018-01-13,B,2018-08-06,LB,0.5612594113620808,B_to_LB
912681,2018-01-12,LB,2026-01-25,B,8.035592060232718,LB_to_B
914320,2018-01-13,LB,2025-08-10,B,7.572895277207392,LB_to_B
914644,2018-01-12,LB,2025-12-28,B,7.958932238193018,LB_to_B
916522,2020-03-01,LB,2025-12-01,B,5.752224503764545,LB_to_B
916651,2018-09-14,P,2024-02-03,LP,5.388090349075975,P_to_LP
916656,2018-09-14,P,2023-03-29,LP,4.5366187542778915,P_to_LP
916657,2003-06-01,P,2023-08-15,LP,20.205338809034906,P_to_LP
916658,2018-09-14,LP,2018-10-24,VUS,0.10951403148528405,LP_to_VUS
916663,2018-09-14,P,2025-07-21,LP,6.850102669404517,P_to_LP
916665,2018-09-14,P,2023-12-20,LP,5.2648870636550305,P_to_LP
950459,2022-08-13,LB,2025-02-27,B,2.543463381245722,LB_to_B
957904,2019-11-06,P,2023-03-14,LP,3.351129363449692,P_to_LP
974505,2020-02-01,LP,2023-07-24,P,3.4743326488706368,LP_to_P
979080,2018-10-15,LP,2024-02-23,P,5.3579739904175225,LP_to_P
