VariationID,first_date,first_bucket,latest_date,latest_bucket
294971,2018-01-13,VUS,2022-09-09,VUS
294972,2018-01-13,VUS,2025-12-01,VUS
294974,2018-01-12,VUS,2023-08-22,VUS
294975,2018-03-06,B,2026-02-03,B
294976,2018-01-12,B,2026-01-31,B
294977,2018-01-13,VUS,2018-01-13,VUS
294978,2018-01-12,VUS,2018-01-12,VUS
294979,2018-01-12,VUS,2018-01-12,VUS
294980,2018-01-13,B,2018-01-13,B
294981,2018-01-13,VUS,2018-01-13,VUS
294982,2018-01-12,VUS,2018-01-12,VUS
294983,2018-01-13,B,2025-10-02,B
294984,2018-01-13,B,2018-01-13,B
294985,2018-01-12,VUS,2018-01-12,VUS
294986,2018-01-12,VUS,2018-01-12,VUS
294987,2018-01-12,VUS,2018-01-12,VUS
294988,2018-01-13,VUS,2018-01-13,VUS
294989,2018-01-13,B,2018-01-13,B
294990,2018-01-12,B,2018-01-12,B
294991,2018-01-12,VUS,2018-01-12,VUS
294992,2018-01-12,VUS,2018-01-12,VUS
294993,2018-01-12,VUS,2018-01-12,VUS
294994,2018-01-13,B,2018-01-13,B
294995,2018-01-13,VUS,2018-01-13,VUS
294996,2018-01-12,VUS,2018-01-12,VUS
330270,2018-01-13,B,2026-02-04,B
330279,2018-01-12,B,2026-02-04,B
330280,2018-01-13,B,2026-02-01,B
330282,2018-01-12,B,2026-02-04,B
330283,2018-01-13,B,2026-02-02,B
330285,2018-01-13,B,2026-02-03,B
330290,2018-01-12,B,2026-02-02,B
330293,2018-01-13,VUS,2025-09-30,VUS
330297,2018-01-13,B,2026-02-04,B
330298,2018-01-12,VUS,2018-01-12,VUS
330300,2018-01-12,B,2026-02-04,B
330301,2018-01-13,B,2026-02-02,B
330302,2018-01-13,VUS,2022-09-06,VUS
330304,2018-01-13,B,2026-02-02,B
330305,2018-01-12,B,2026-02-04,B
330308,2018-01-12,B,2026-02-04,B
330309,2018-01-12,LB,2026-02-04,LB
330313,2026-01-21,B,2026-02-01,B
330317,2018-01-13,B,2026-02-04,B
330318,2018-01-13,VUS,2025-11-12,VUS
330319,2018-09-12,LB,2018-09-12,LB
330321,2018-01-13,B,2026-02-04,B
330322,2018-01-12,B,2026-02-01,B
330324,2018-01-13,B,2026-02-04,B
330325,2018-01-13,B,2026-02-01,B
330326,2018-01-13,VUS,2025-03-18,VUS
330327,2018-01-12,VUS,2018-01-12,VUS
330329,2018-01-13,B,2026-01-28,B
330332,2018-01-12,B,2026-02-04,B
330333,2018-01-13,VUS,2018-01-13,VUS
330334,2018-01-12,B,2026-02-01,B
330336,2018-01-12,B,2026-02-04,B
330338,2018-01-13,B,2026-02-02,B
330339,2018-01-13,B,2026-02-03,B
330340,2018-01-13,VUS,2025-12-29,VUS
330342,2018-01-12,B,2018-01-12,B
334637,2018-01-13,B,2018-01-13,B
334638,2018-01-12,VUS,2018-01-12,VUS
334639,2018-01-12,VUS,2018-01-12,VUS
334641,2018-01-13,VUS,2018-01-13,VUS
334642,2018-01-13,VUS,2018-01-13,VUS
334643,2018-01-12,VUS,2018-01-12,VUS
334644,2018-01-12,B,2018-01-12,B
334645,2018-01-13,VUS,2018-01-13,VUS
334646,2018-01-13,LB,2018-01-13,LB
334647,2018-01-13,VUS,2018-01-13,VUS
334648,2018-01-13,VUS,2018-01-13,VUS
334651,2018-01-13,VUS,2018-01-13,VUS
334652,2018-01-13,VUS,2018-01-13,VUS
334653,2018-01-13,VUS,2018-01-13,VUS
334654,2018-01-12,VUS,2018-01-12,VUS
334655,2018-01-13,VUS,2018-01-13,VUS
334656,2018-01-13,LB,2018-01-13,LB
334657,2018-01-13,VUS,2018-01-13,VUS
334658,2018-01-13,LB,2018-01-13,LB
334659,2018-01-13,VUS,2018-01-13,VUS
334660,2018-01-12,VUS,2018-01-12,VUS
334662,2018-01-13,VUS,2018-01-13,VUS
334663,2018-01-12,VUS,2018-01-12,VUS
334664,2018-01-12,B,2018-01-12,B
334665,2018-01-12,VUS,2018-01-12,VUS
334666,2018-01-13,VUS,2018-01-13,VUS
334667,2018-01-13,LB,2018-01-13,LB
334668,2018-01-12,VUS,2018-01-12,VUS
334672,2018-01-13,VUS,2018-01-13,VUS
334673,2018-01-12,VUS,2018-01-12,VUS
334674,2018-01-13,VUS,2018-01-13,VUS
334675,2018-01-13,VUS,2018-01-13,VUS
334676,2018-01-12,VUS,2018-01-12,VUS
334677,2018-01-13,VUS,2018-01-13,VUS
334678,2018-01-13,VUS,2018-01-13,VUS
334679,2018-01-13,VUS,2018-01-13,VUS
334680,2018-01-13,VUS,2018-01-13,VUS
334681,2018-01-13,VUS,2018-01-13,VUS
334683,2018-01-12,VUS,2018-01-12,VUS
334684,2018-01-13,VUS,2018-01-13,VUS
334685,2018-01-13,VUS,2018-01-13,VUS
334686,2018-01-12,LB,2018-01-12,LB
334687,2018-01-12,VUS,2018-01-12,VUS
334689,2018-01-13,VUS,2018-01-13,VUS
334690,2017-04-27,LB,2017-04-27,LB
334691,2018-01-12,VUS,2018-01-12,VUS
334693,2018-01-12,LB,2018-01-12,LB
334694,2018-01-13,VUS,2018-01-13,VUS
334695,2018-01-13,B,2018-07-09,B
334696,2018-01-12,VUS,2018-01-12,VUS
334697,2018-01-13,VUS,2018-01-13,VUS
334698,2018-01-13,VUS,2018-01-13,VUS
334699,2018-01-12,VUS,2021-09-24,VUS
334701,2019-09-11,LB,2023-11-17,LB
334703,2016-03-21,B,2026-02-01,B
334710,2016-03-21,B,2026-02-01,B
334713,2017-12-18,B,2026-01-31,B
334720,2018-01-12,VUS,2023-05-01,VUS
334721,2016-03-21,B,2026-03-01,B
334722,2018-01-12,VUS,2018-01-12,VUS
334723,2018-07-31,B,2026-02-14,B
334724,2018-01-13,B,2026-02-04,B
334725,2018-01-13,VUS,2022-09-28,VUS
334727,2018-01-12,VUS,2025-11-01,VUS
334729,2016-03-21,B,2026-02-01,B
334730,2018-01-13,VUS,2018-01-13,VUS
334732,2016-03-21,B,2026-02-02,B
334733,2024-02-23,B,2024-02-23,B
334735,2018-01-13,VUS,2018-01-13,VUS
334741,2018-01-13,VUS,2018-01-13,VUS
334742,2018-01-13,VUS,2018-01-13,VUS
334744,2018-01-13,VUS,2018-01-13,VUS
334746,2018-01-13,VUS,2018-01-13,VUS
334747,2018-01-13,VUS,2018-01-13,VUS
334748,2018-01-12,VUS,2018-01-12,VUS
334749,2018-01-13,VUS,2018-01-13,VUS
334750,2018-01-12,VUS,2018-01-12,VUS
334751,2018-01-13,VUS,2018-01-13,VUS
334755,2018-01-13,VUS,2018-01-13,VUS
334756,2016-03-21,B,2026-02-04,B
334760,2020-03-13,VUS,2025-04-26,VUS
334761,2018-01-12,VUS,2018-01-12,VUS
334768,2018-01-12,VUS,2018-01-12,VUS
334769,2018-01-12,VUS,2018-01-12,VUS
334772,2018-01-13,B,2026-02-04,B
334779,2026-01-14,LB,2026-01-14,LB
334780,2016-03-21,B,2026-02-04,B
334785,2017-08-23,LB,2026-01-28,LB
334787,2018-01-12,VUS,2018-01-12,VUS
334790,2018-01-12,B,2018-01-12,B
334791,2018-01-12,B,2018-07-10,B
334792,2018-01-13,B,2018-01-13,B
334793,2018-01-12,VUS,2018-01-12,VUS
334794,2018-01-13,B,2018-01-13,B
334795,2018-01-13,B,2018-01-13,B
334796,2018-01-13,VUS,2018-01-13,VUS
334797,2018-01-13,VUS,2018-01-13,VUS
334798,2018-01-13,LB,2018-01-13,LB
334799,2018-01-12,B,2018-01-12,B
334800,2018-01-13,B,2018-01-13,B
334801,2018-01-12,VUS,2018-01-12,VUS
334802,2018-01-13,VUS,2018-01-13,VUS
334807,2018-01-12,VUS,2018-01-12,VUS
334808,2018-01-12,B,2018-01-12,B
334809,2018-01-13,B,2018-01-13,B
334811,2018-01-12,B,2018-01-12,B
334812,2018-01-12,B,2018-01-12,B
334813,2018-01-12,VUS,2018-01-12,VUS
334814,2018-01-13,VUS,2018-01-13,VUS
334815,2018-01-13,VUS,2018-01-13,VUS
334816,2018-01-13,VUS,2018-01-13,VUS
334817,2018-01-13,B,2018-01-13,B
334818,2018-01-12,LB,2018-01-12,LB
334819,2018-01-13,VUS,2018-01-13,VUS
334820,2018-01-12,LB,2018-01-12,LB
334821,2018-01-13,B,2018-01-13,B
334822,2018-01-13,LB,2018-01-13,LB
334823,2018-01-13,VUS,2018-01-13,VUS
334824,2018-01-13,VUS,2018-01-13,VUS
334825,2018-01-12,B,2018-01-12,B
334826,2018-01-12,B,2018-01-12,B
334827,2018-01-12,B,2018-01-12,B
347142,2018-01-13,B,2025-09-26,B
347143,2018-01-13,B,2021-07-22,B
347144,2018-01-12,B,2026-01-21,B
347145,2019-12-11,VUS,2025-09-26,VUS
347148,2018-01-13,B,2026-01-27,B
347149,2018-01-12,VUS,2018-01-12,VUS
347150,2018-01-12,B,2026-02-01,B
347152,2018-01-12,VUS,2018-01-12,VUS
347154,2018-01-13,B,2026-01-07,B
347155,2018-01-12,VUS,2023-11-11,VUS
347158,2017-04-27,B,2026-02-02,B
347159,2018-01-13,B,2026-01-24,B
347160,2018-01-12,VUS,2025-09-26,VUS
347163,2017-04-27,LB,2026-01-21,LB
347165,2018-01-13,B,2026-02-02,B
347167,2018-01-13,B,2026-02-04,B
347169,2018-01-12,LB,2025-09-26,LB
347170,2018-01-13,B,2026-02-01,B
347171,2018-01-12,B,2026-02-02,B
347174,2018-01-13,B,2026-01-27,B
347175,2018-01-13,LB,2024-10-09,LB
347176,2018-01-13,LB,2025-12-21,LB
347177,2018-01-13,B,2026-01-22,B
347178,2018-01-12,VUS,2018-01-12,VUS
369434,2018-01-13,B,2018-11-10,B
371670,2016-11-10,LP,2025-10-01,LP
373019,2016-10-06,VUS,2022-06-03,VUS
373301,2017-12-12,VUS,2017-12-12,VUS
373896,2023-08-30,VUS,2023-08-30,VUS
374041,2015-06-16,VUS,2015-06-16,VUS
377177,2016-12-27,B,2026-01-24,B
384755,2016-03-12,LB,2016-03-12,LB
388125,2018-07-20,VUS,2018-07-20,VUS
389715,2016-09-30,VUS,2025-08-10,VUS
392888,2017-01-24,VUS,2017-01-24,VUS
397601,2021-07-13,LP,2021-07-13,LP
397632,2024-05-18,LP,2024-05-18,LP
402533,2016-03-29,LB,2026-01-22,LB
419666,2015-08-04,P,2015-08-04,P
420339,2016-07-04,VUS,2016-07-04,VUS
420384,2016-02-20,VUS,2022-09-13,VUS
421465,2016-06-13,LP,2018-05-09,LP
421799,2019-10-28,VUS,2022-12-02,VUS
422037,2016-08-18,VUS,2016-08-18,VUS
422355,2016-10-07,VUS,2023-04-11,VUS
422634,2016-10-24,VUS,2024-01-13,VUS
422920,2016-12-30,LP,2022-02-01,LP
423235,2017-11-09,VUS,2017-11-09,VUS
423426,2017-02-22,VUS,2023-04-03,VUS
423646,2017-02-14,LP,2022-03-03,LP
424643,2017-02-25,LP,2018-10-15,LP
424644,2017-02-25,LP,2025-05-02,LP
424646,2017-02-25,LP,2018-10-15,LP
424647,2017-02-25,LP,2018-10-15,LP
426808,2017-04-03,P,2017-04-03,P
427097,2023-07-13,VUS,2026-01-06,VUS
427770,2021-07-22,LP,2021-07-22,LP
427902,2022-02-18,VUS,2022-02-18,VUS
429614,2017-05-08,VUS,2021-03-27,VUS
430020,2018-08-28,P,2025-07-11,P
430135,2020-01-08,P,2025-03-05,P
430899,2016-10-04,LP,2016-10-04,LP
431809,2017-06-09,P,2017-06-09,P
432038,2016-01-14,LP,2025-03-31,LP
433187,2017-06-07,LP,2017-06-07,LP
438648,2017-04-20,VUS,2017-04-20,VUS
438652,2017-04-20,VUS,2024-07-31,VUS
438655,2017-01-01,P,2026-01-05,P
438672,2017-04-20,LP,2025-10-29,LP
438673,2017-04-20,LP,2017-04-20,LP
438685,2017-04-20,P,2017-04-20,P
438698,2017-04-20,LP,2017-04-20,LP
438704,2017-04-20,P,2025-10-29,P
438705,2017-04-20,LP,2024-04-03,LP
438706,2017-04-20,LP,2025-09-30,LP
438707,2017-04-20,LP,2017-04-20,LP
439519,2016-09-01,LP,2016-09-01,LP
439520,2016-10-12,B,2026-01-09,B
439522,2016-11-29,B,2026-01-27,B
439523,2017-01-04,LP,2025-10-20,LP
441727,2014-12-02,P,2014-12-02,P
441728,2015-07-14,P,2015-07-14,P
442514,2014-06-03,P,2014-06-03,P
443091,2016-02-01,VUS,2016-02-01,VUS
443231,2014-07-01,VUS,2014-07-01,VUS
443483,2014-05-05,P,2014-05-05,P
443498,2014-12-02,P,2014-12-02,P
443499,2015-07-14,P,2015-07-14,P
444822,2017-02-01,LP,2021-11-26,LP
447164,2016-12-31,VUS,2024-03-20,VUS
447165,2017-01-31,VUS,2020-09-16,VUS
447167,2017-02-03,LP,2023-02-14,LP
447168,2017-06-01,P,2024-04-08,P
447169,2016-03-25,P,2026-01-26,P
447170,2016-11-22,LB,2026-01-28,LB
447172,2016-11-08,P,2026-01-26,P
447173,2022-01-06,P,2025-06-12,P
447174,2016-08-19,P,2026-01-22,P
447177,2016-12-31,VUS,2021-10-29,VUS
447181,2016-12-27,P,2016-12-27,P
447182,2016-03-21,B,2026-01-31,B
447183,2017-02-14,LP,2025-09-04,LP
447184,2017-06-07,LP,2017-06-07,LP
447186,2017-03-09,VUS,2026-03-03,VUS
447188,2017-07-10,LP,2026-01-19,LP
447191,2016-12-20,LP,2026-01-13,LP
447193,2016-03-21,B,2026-02-04,B
447195,2017-06-05,LP,2026-01-02,LP
447197,2016-10-21,VUS,2016-10-21,VUS
447199,2018-06-13,P,2024-03-16,P
447201,2017-06-06,P,2017-06-06,P
447202,2023-11-27,VUS,2023-11-27,VUS
447203,2016-12-21,P,2016-12-21,P
447204,2016-09-13,LP,2016-09-13,LP
447206,2016-08-17,P,2016-08-17,P
447207,2017-06-26,VUS,2020-07-23,VUS
447209,2017-03-31,P,2017-03-31,P
