VariationID,first_date,first_bucket,latest_date,latest_bucket
5934,2000-06-01,P,2026-02-10,P
5935,2000-06-01,P,2000-06-01,P
5936,2000-06-01,P,2021-02-24,P
5937,2000-06-01,P,2000-06-01,P
5938,2000-06-01,P,2000-06-01,P
5939,2003-12-01,P,2003-12-01,P
5940,2006-08-01,P,2006-08-01,P
6088,2004-11-01,P,2004-11-01,P
6089,2006-05-01,P,2006-05-01,P
7591,1997-10-01,P,2024-09-10,P
7592,1997-10-01,P,2025-12-29,P
7593,1997-10-01,P,2025-06-12,P
7594,1997-10-01,P,1997-10-01,P
7595,1997-10-01,P,1997-10-01,P
7596,2000-12-01,P,2000-12-01,P
7597,2000-12-01,P,2025-05-01,P
7598,2004-03-25,P,2004-03-25,P
7599,2004-11-01,P,2025-12-03,P
7600,2004-11-01,P,2004-11-01,P
7745,1988-12-23,P,1988-12-23,P
7747,1990-12-01,P,2025-04-09,P
7748,2001-09-01,P,2001-09-01,P
7750,1991-09-01,P,1991-09-01,P
7751,1993-07-01,P,1993-07-01,P
7752,1993-07-01,P,1993-07-01,P
7753,1996-07-01,P,1996-07-01,P
7754,1997-01-15,P,1997-01-15,P
7756,1996-12-01,P,1996-12-01,P
7757,1998-02-01,P,2025-01-04,P
7758,2001-09-01,P,2001-09-01,P
8312,1994-11-01,P,2025-03-20,P
8313,2006-04-30,P,2023-10-20,P
8314,1997-01-01,P,2026-01-12,P
8315,1994-11-01,P,2023-10-20,P
8316,1997-04-15,P,1997-04-15,P
8317,2005-02-01,P,2025-11-06,P
8318,1995-12-01,P,2025-04-29,P
8319,1995-12-01,P,1995-12-01,P
8320,1996-05-01,P,1996-05-01,P
8323,1996-10-10,P,2026-03-09,P
8324,1997-08-01,P,1997-08-01,P
8325,1996-10-10,P,2024-03-21,P
8328,1997-08-01,P,1997-08-01,P
8329,1997-08-01,P,1997-08-01,P
8330,1995-09-01,P,1995-09-01,P
8331,1995-05-01,P,2026-01-31,P
8333,1995-05-01,P,2025-12-01,P
8334,1995-05-01,P,1995-05-01,P
8336,1998-07-01,P,2024-08-27,P
8337,1999-01-01,P,1999-01-01,P
8338,1999-09-01,P,1999-09-01,P
8339,2000-04-01,P,2000-04-01,P
8341,2004-08-01,P,2024-11-20,P
8342,2001-11-01,P,2023-11-15,P
8343,2002-08-31,P,2002-08-31,P
8345,1997-08-01,P,2025-05-27,P
8346,2002-09-01,P,2025-10-20,P
8347,2002-06-01,P,2002-06-01,P
8349,2014-04-07,B,2026-02-04,B
8350,2003-02-01,P,2024-08-04,P
8351,2004-08-01,P,2004-08-01,P
8352,2006-04-14,P,2025-09-22,P
8354,2006-07-01,P,2006-07-01,P
8355,2007-07-01,P,2007-07-01,P
8356,2007-11-01,P,2007-11-01,P
8359,2022-03-04,VUS,2024-04-22,VUS
8753,1996-06-01,P,1996-06-01,P
8754,1997-11-01,P,2025-11-09,P
8755,2009-10-01,P,2009-10-01,P
8756,2009-10-01,P,2009-10-01,P
9153,1996-10-01,P,1996-10-01,P
9154,1996-10-01,P,1996-10-01,P
9155,1998-06-01,P,2024-02-17,P
9156,1996-10-01,P,1996-10-01,P
9161,1997-01-23,P,1997-01-23,P
9162,1998-09-11,P,1998-09-11,P
9210,2001-09-27,P,2026-01-04,P
9211,2001-07-01,P,2026-03-05,P
9214,1999-01-01,P,1999-01-01,P
9215,2002-06-01,P,2023-05-27,P
10029,1988-05-01,P,1988-05-01,P
10031,1989-07-01,P,1989-07-01,P
10032,1989-07-01,P,1989-07-01,P
10033,1989-07-01,P,1989-07-01,P
10034,1989-07-01,P,1989-07-01,P
10035,1990-06-01,P,1990-06-01,P
10036,1991-10-01,P,1991-10-01,P
10037,1990-06-01,P,1990-06-01,P
10039,1989-07-01,P,1989-07-01,P
10040,1989-03-01,P,2025-02-11,P
10042,1988-05-01,P,1988-05-01,P
10043,1989-07-01,P,1989-07-01,P
10044,1989-07-01,P,2025-12-15,P
10046,1990-06-01,P,2023-08-30,P
10048,1990-06-01,P,1990-06-01,P
10049,1990-06-01,P,1990-06-01,P
10050,1990-06-01,P,1990-06-01,P
10051,1990-06-01,P,1990-06-01,P
10052,1990-06-01,P,1990-06-01,P
10053,1990-06-01,P,1990-06-01,P
10055,1990-06-01,P,1990-06-01,P
10056,1990-06-01,P,1990-06-01,P
10057,1990-06-01,P,2023-11-06,P
10058,1989-07-01,P,1989-07-01,P
10059,1983-09-01,P,1983-09-01,P
10060,1990-04-01,P,2025-06-22,P
10061,1990-06-01,P,1990-06-01,P
10062,1989-03-01,P,1989-03-01,P
10065,1990-06-01,P,1990-06-01,P
10066,1984-08-02,P,1984-08-02,P
10067,1990-06-01,P,1990-06-01,P
10068,1990-06-01,P,1990-06-01,P
10069,1990-06-01,P,1990-06-01,P
10071,2013-10-24,P,2013-10-24,P
10072,1992-07-01,P,1992-07-01,P
10073,1990-01-01,P,1990-01-01,P
10074,1991-10-01,P,1991-10-01,P
10075,1991-10-01,P,1991-10-01,P
10076,1991-10-01,P,1991-10-01,P
10077,1991-12-15,P,2025-05-22,P
10078,1991-12-15,P,1991-12-15,P
10081,1994-08-01,P,1994-08-01,P
10082,1996-01-01,P,1996-01-01,P
10083,2001-11-01,P,2001-11-01,P
10084,2002-03-15,P,2002-03-15,P
10856,1993-04-01,P,1993-04-01,P
10857,1993-04-01,P,2025-10-03,P
10858,1998-06-05,P,2023-12-03,P
10859,1998-06-05,P,1998-06-05,P
10860,2021-06-22,P,2021-06-22,P
11796,1997-03-01,P,1997-03-01,P
11797,1997-08-01,P,2025-09-24,P
11798,1996-02-01,P,1996-02-01,P
11799,1996-02-01,P,1996-02-01,P
11801,1996-02-01,P,1996-02-01,P
11802,1997-06-01,P,2025-03-11,P
11803,1997-03-01,P,2025-10-03,P
11804,1997-03-01,P,1997-03-01,P
11805,1997-03-01,P,1997-03-01,P
11806,1998-05-01,P,1998-05-01,P
11807,2005-01-01,P,2005-01-01,P
11808,2006-01-01,P,2006-01-01,P
12225,1999-01-01,P,2025-04-20,P
12228,2013-03-01,P,2025-12-30,P
12931,2002-09-26,P,2002-09-26,P
17753,2009-03-01,P,2025-12-29,P
17757,2023-12-08,VUS,2025-06-30,VUS
17758,1994-01-01,P,1994-01-01,P
17761,1996-01-15,P,1996-01-15,P
17762,1996-08-01,P,2025-03-04,P
17763,1998-05-26,P,2025-04-03,P
17764,1997-10-01,P,2025-09-10,P
17765,1997-10-01,P,1997-10-01,P
17766,1998-05-26,P,2021-10-15,P
17767,2003-01-01,P,2025-12-09,P
17771,2012-04-01,P,2025-11-10,P
17772,2000-08-15,P,2025-12-16,P
17773,2000-08-15,P,2026-01-11,P
17776,2001-06-01,P,2025-09-28,P
17777,2002-12-15,P,2002-12-15,P
17778,2004-07-01,P,2004-07-01,P
17779,2004-07-01,P,2004-07-01,P
17780,2005-11-01,P,2025-12-29,P
18115,2005-01-01,P,2026-02-09,P
18116,1994-04-01,P,2025-05-01,P
18118,1994-04-01,P,1994-04-01,P
18121,2005-01-01,P,2005-01-01,P
18122,2003-04-01,P,2024-08-26,P
18295,1997-01-01,P,2020-09-01,P
18296,1996-11-01,P,2024-03-16,P
18297,2013-09-18,P,2024-04-23,P
18298,1991-01-01,P,2024-09-23,P
18299,1992-07-01,P,2020-09-01,P
18300,1994-05-01,P,2020-09-01,P
18302,1998-02-01,P,2020-09-01,P
18451,2009-10-01,P,2009-10-01,P
29675,2011-08-04,P,2011-08-04,P
29676,2011-11-03,P,2025-08-21,P
29677,2011-11-03,P,2026-05-06,P
29678,2011-08-04,P,2011-08-04,P
29679,2011-11-03,P,2026-02-27,P
29680,2011-11-03,P,2026-04-09,P
29681,2011-11-03,P,2025-10-03,P
29972,2021-06-22,P,2021-06-22,P
29973,2021-06-22,P,2021-06-22,P
29985,2011-01-01,P,2026-01-13,P
30405,2006-04-01,P,2006-04-01,P
30879,2012-01-01,P,2025-10-08,P
32288,2009-12-30,P,2011-08-05,P
33205,2010-08-27,P,2010-08-27,P
33553,2010-05-27,P,2010-05-27,P
34625,2013-07-16,P,2013-07-16,P
34724,2010-05-27,P,2010-05-27,P
35475,2012-01-01,P,2012-01-01,P
35476,2012-01-01,P,2024-05-10,P
35477,2012-01-01,P,2012-01-01,P
35478,2012-01-01,P,2012-01-01,P
35479,2012-01-01,P,2024-01-03,P
35775,2020-07-22,VUS,2025-03-26,VUS
35777,2011-08-18,LP,2011-08-18,LP
35779,2021-06-03,P,2024-07-25,P
35780,2011-08-18,LP,2011-08-18,LP
35784,2011-08-18,LP,2011-08-18,LP
35785,2011-08-18,LP,2011-08-18,LP
35787,2017-06-30,LP,2025-10-10,LP
35788,2017-03-10,LP,2023-10-19,LP
35791,2011-08-18,LP,2011-08-18,LP
35793,2011-08-18,LP,2011-08-18,LP
35795,2022-04-06,VUS,2024-06-27,VUS
35796,2011-08-18,LB,2025-04-21,LB
35798,2018-05-23,LP,2023-12-22,LP
35799,2011-08-18,B,2026-02-04,B
35802,2011-08-18,LP,2011-08-18,LP
36346,2022-01-12,VUS,2024-01-22,VUS
36348,2011-08-18,LP,2023-05-27,LP
36349,2017-03-20,VUS,2026-03-31,VUS
36355,2011-08-18,LP,2024-05-09,LP
36356,2011-08-18,LP,2023-05-27,LP
36359,2011-08-18,LB,2026-03-01,LB
36360,2020-01-22,VUS,2024-09-26,VUS
36362,2025-07-01,LB,2025-07-01,LB
36364,2011-08-18,LP,2025-12-02,LP
36366,2011-08-18,LP,2011-08-18,LP
37080,2012-01-01,P,2012-01-01,P
39486,2004-09-01,B,2026-02-04,B
40166,2006-11-28,P,2026-02-01,P
40985,2023-10-06,LP,2023-10-06,LP
41012,2020-09-01,P,2020-09-01,P
44220,2012-05-07,B,2018-01-13,B
44221,2012-04-30,B,2023-02-17,B
44222,2012-05-07,B,2026-03-27,B
44223,2012-05-07,B,2026-02-02,B
44224,2012-12-20,VUS,2025-07-31,VUS
44225,2012-05-07,B,2026-03-27,B
44227,2012-05-07,B,2026-02-04,B
44228,2012-11-29,B,2026-02-04,B
44230,2012-05-07,B,2026-02-02,B
44231,2012-05-07,B,2026-02-04,B
57042,2011-08-12,P,2011-08-12,P
57051,2011-08-12,P,2011-08-12,P
57086,2013-04-29,P,2014-12-19,P
57087,2010-05-27,P,2011-08-05,P
57093,2011-08-12,P,2011-08-12,P
57116,2011-08-12,P,2011-08-12,P
57160,2011-08-12,P,2011-08-12,P
57161,2011-08-12,P,2011-08-12,P
57187,2011-08-12,P,2011-08-12,P
57189,2011-08-12,P,2011-08-12,P
57206,2011-08-12,P,2011-08-12,P
57215,2011-08-12,P,2011-08-12,P
57217,2011-08-12,P,2011-08-12,P
57225,2011-08-12,P,2011-08-12,P
57238,2011-08-12,P,2011-08-12,P
57257,2011-08-12,P,2011-08-12,P
57282,2011-08-12,P,2011-08-12,P
57324,2011-08-12,P,2011-08-12,P
57339,2011-08-12,P,2011-08-12,P
57353,2011-08-12,P,2011-08-12,P
57401,2011-08-12,P,2011-08-12,P
57406,2011-08-12,P,2011-08-12,P
57416,2011-08-12,P,2011-08-12,P
57420,2011-08-12,P,2011-08-12,P
57432,2011-08-12,P,2011-08-12,P
57443,2011-08-12,P,2011-08-12,P
57454,2011-08-12,P,2011-08-12,P
57456,2011-08-12,P,2011-08-12,P
57457,2011-08-12,P,2011-08-12,P
57496,2011-08-12,P,2011-08-12,P
57503,2011-08-12,P,2011-08-12,P
57803,2011-08-12,P,2011-08-12,P
57806,2011-08-12,P,2011-08-12,P
57822,2011-08-12,VUS,2011-08-12,VUS
57827,2011-08-12,VUS,2011-08-12,VUS
57829,2011-08-12,P,2011-08-12,P
57868,2011-08-12,P,2011-08-12,P
57870,2011-08-12,P,2011-08-12,P
57871,2011-08-12,P,2011-08-12,P
57874,2011-08-12,P,2011-08-12,P
57902,2011-08-12,P,2011-08-12,P
57921,2011-08-12,P,2011-08-12,P
57923,2011-08-12,P,2011-08-12,P
57924,2011-08-12,P,2011-08-12,P
57937,2011-08-12,P,2011-08-12,P
57971,2011-08-12,P,2011-08-12,P
57983,2011-08-12,P,2011-08-12,P
57984,2011-08-12,P,2011-08-12,P
57987,2011-08-12,P,2011-08-12,P
57997,2011-08-12,P,2011-08-12,P
58011,2011-08-12,P,2011-08-12,P
58013,2011-08-12,P,2011-08-12,P
58015,2011-08-12,P,2011-08-12,P
58056,2011-08-12,P,2011-08-12,P
58109,2011-08-12,P,2011-08-12,P
58111,2011-08-12,P,2011-08-12,P
58118,2011-08-12,P,2011-08-12,P
58122,2011-08-12,P,2011-08-12,P
58123,2011-08-12,P,2011-08-12,P
58241,2011-08-12,P,2011-08-12,P
58341,2011-08-12,VUS,2011-08-12,VUS
58366,2011-08-12,VUS,2011-08-12,VUS
58553,2011-08-12,P,2011-08-12,P
58555,2011-08-12,P,2011-08-12,P
58586,2011-08-12,P,2011-08-12,P
58615,2011-08-12,P,2011-08-12,P
58645,2011-08-12,P,2011-08-12,P
58646,2011-08-12,P,2011-08-12,P
58647,2011-08-12,P,2011-08-12,P
58648,2011-08-12,P,2011-08-12,P
58651,2011-08-12,P,2011-08-12,P
58668,2011-08-12,P,2011-08-12,P
58669,2011-08-12,P,2011-08-12,P
58696,2011-08-12,P,2011-08-12,P
58703,2011-08-12,P,2011-08-12,P
58776,2011-08-12,P,2011-08-12,P
58777,2011-08-12,P,2011-08-12,P
58851,2011-08-12,P,2011-08-12,P
58852,2011-08-12,P,2011-08-12,P
58879,2011-08-12,P,2011-08-12,P
58880,2011-08-12,P,2011-08-12,P
58882,2011-08-12,P,2011-08-12,P
58883,2011-08-12,P,2011-08-12,P
58885,2011-08-12,P,2011-08-12,P
58910,2011-08-12,P,2011-08-12,P
58911,2011-08-12,P,2011-08-12,P
58924,2011-08-12,P,2011-08-12,P
58948,2011-08-12,P,2011-08-12,P
59090,2011-08-12,VUS,2011-08-12,VUS
59133,2011-08-12,P,2011-08-12,P
59136,2011-08-12,P,2011-08-12,P
59137,2011-08-12,P,2011-08-12,P
59140,2011-08-12,P,2011-08-12,P
59141,2011-08-12,P,2011-08-12,P
59143,2011-08-12,P,2011-08-12,P
59151,2011-08-12,P,2011-08-12,P
59158,2011-08-12,P,2011-08-12,P
59159,2011-08-12,P,2011-08-12,P
59173,2011-08-12,P,2011-08-12,P
59176,2011-08-12,P,2011-08-12,P
59177,2011-08-12,P,2011-08-12,P
59179,2011-08-12,P,2011-08-12,P
59186,2011-08-12,P,2011-08-12,P
59190,2011-08-12,P,2011-08-12,P
59200,2011-08-12,P,2011-08-12,P
59202,2011-08-12,P,2011-08-12,P
59218,2011-08-12,P,2011-08-12,P
59219,2011-08-12,P,2011-08-12,P
59300,2011-08-12,P,2011-08-12,P
59301,2011-08-12,P,2011-08-12,P
59302,2011-08-12,P,2011-08-12,P
59303,2011-08-12,P,2011-08-12,P
59520,2011-08-12,P,2011-08-12,P
59521,2011-08-12,P,2011-08-12,P
59538,2011-08-12,P,2011-08-12,P
59539,2011-08-12,P,2011-08-12,P
59586,2011-08-12,P,2011-08-12,P
59609,2011-08-12,P,2011-08-12,P
59634,2011-08-11,P,2011-08-11,P
59694,2011-08-12,VUS,2011-08-12,VUS
59716,2011-08-12,P,2011-08-12,P
59738,2010-10-19,P,2010-10-19,P
59772,2011-08-12,P,2011-08-12,P
59777,2011-08-12,P,2011-08-12,P
59846,2011-08-12,P,2011-08-12,P
59875,2011-08-12,P,2011-08-12,P
59876,2011-08-12,P,2011-08-12,P
59885,2011-08-12,P,2011-08-12,P
59892,2011-08-12,P,2011-08-12,P
59894,2011-08-12,P,2011-08-12,P
59895,2011-08-12,P,2011-08-12,P
59943,2011-08-12,P,2011-08-12,P
59966,2011-08-12,P,2011-08-12,P
60042,2011-08-12,P,2011-08-12,P
60045,2011-08-12,P,2011-08-12,P
60107,2011-08-12,P,2011-08-12,P
60108,2011-08-12,P,2011-08-12,P
60297,2011-08-12,P,2011-08-12,P
60298,2011-08-12,P,2011-08-12,P
60377,2011-08-12,P,2011-08-12,P
60379,2011-08-12,P,2011-08-12,P
60380,2011-08-12,P,2011-08-12,P
60667,2012-06-15,P,2025-03-27,P
60669,2006-07-01,P,2006-07-01,P
64374,2022-10-03,VUS,2022-10-03,VUS
64378,2024-03-22,VUS,2024-03-22,VUS
64380,2024-05-16,VUS,2024-05-16,VUS
64391,2022-04-05,VUS,2022-04-21,VUS
64404,2024-01-04,LB,2024-01-04,LB
64409,2023-12-24,LB,2023-12-24,LB
64420,2022-05-27,LB,2022-05-27,LB
64422,2025-01-27,LB,2025-01-27,LB
64424,2025-02-20,LB,2025-02-20,LB
64425,2021-07-08,VUS,2022-01-03,VUS
64428,2021-05-01,LB,2021-10-23,LB
64429,2019-12-04,LB,2024-09-11,LB
64431,2019-05-19,LB,2025-11-26,LB
64432,2022-12-06,VUS,2022-12-06,VUS
64437,2023-02-21,LB,2023-02-21,LB
64439,2024-10-30,VUS,2024-10-30,VUS
64440,2019-10-13,LB,2025-12-10,LB
64478,2022-03-31,VUS,2023-03-14,VUS
64480,2021-04-27,VUS,2024-05-24,VUS
64493,2024-10-09,LB,2024-10-09,LB
64497,2024-01-03,VUS,2024-01-03,VUS
64498,2026-02-01,LB,2026-02-01,LB
64505,2025-10-11,LB,2025-10-11,LB
64523,2024-06-18,VUS,2025-10-05,VUS
68698,2023-08-31,VUS,2023-08-31,VUS
68699,2023-06-09,VUS,2023-06-09,VUS
68706,2014-06-09,VUS,2014-06-09,VUS
68712,2021-06-22,P,2025-12-14,P
68719,2022-02-19,LP,2022-02-19,LP
68720,2024-02-24,P,2024-02-24,P
68724,2024-01-29,LP,2024-01-29,LP
69713,2019-06-02,LB,2025-10-13,LB
69714,2020-11-18,LB,2025-05-12,LB
92311,2015-08-24,B,2026-02-04,B
92312,2015-08-24,B,2026-02-04,B
92603,2015-07-13,P,2024-10-02,P
92604,2013-10-22,P,2025-04-07,P
92605,2013-04-02,VUS,2013-04-02,VUS
92606,2013-01-21,VUS,2013-01-21,VUS
92722,2014-04-25,B,2026-02-04,B
92723,2013-07-15,P,2013-07-15,P
92724,2012-11-01,P,2012-11-01,P
92726,2013-07-08,P,2013-07-08,P
129237,2013-07-23,VUS,2025-08-12,VUS
129238,2013-03-27,B,2026-02-03,B
129239,2015-03-03,B,2026-02-04,B
129240,2013-03-05,B,2026-02-04,B
129851,2015-09-08,B,2026-02-04,B
139648,2014-01-01,P,2025-08-13,P
139649,2014-01-01,P,2014-01-01,P
139650,2012-01-01,P,2012-01-01,P
140583,2004-09-01,P,2026-01-13,P
140584,2014-11-27,P,2024-03-26,P
144172,2013-09-23,P,2013-09-23,P
144177,2013-10-22,P,2013-10-22,P
144195,2010-05-27,P,2010-05-27,P
144262,2013-07-01,P,2013-07-01,P
144263,2013-07-01,P,2013-07-01,P
144288,2010-02-28,VUS,2010-02-28,VUS
144296,2010-02-28,P,2010-02-28,P
144309,2010-02-28,P,2010-02-28,P
144310,2010-08-30,P,2010-08-30,P
144335,2009-12-30,P,2009-12-30,P
144347,2009-12-30,P,2009-12-30,P
144365,2009-12-30,P,2009-12-30,P
144406,2010-03-30,P,2010-03-30,P
144429,2012-11-26,P,2012-11-26,P
144465,2010-04-30,P,2013-02-04,P
144474,2010-04-30,VUS,2010-04-30,VUS
144543,2010-05-30,P,2010-05-30,P
144544,2012-09-21,P,2012-09-21,P
144556,2010-05-30,P,2010-05-30,P
144588,2010-05-30,P,2010-05-30,P
144756,2010-08-19,P,2010-08-19,P
145162,2010-11-30,P,2010-11-30,P
145166,2010-11-30,P,2010-11-30,P
145168,2010-11-30,P,2010-11-30,P
145308,2010-07-30,P,2010-07-30,P
145337,2010-07-30,P,2010-07-30,P
145575,2010-12-22,P,2010-12-22,P
145579,2010-12-22,P,2010-12-22,P
145613,2011-01-05,P,2011-01-05,P
145614,2011-01-05,P,2011-01-05,P
145615,2011-01-05,P,2011-01-05,P
145622,2011-01-05,P,2011-01-05,P
145623,2011-01-05,P,2011-01-05,P
145624,2011-01-05,P,2011-01-05,P
145974,2010-11-30,P,2010-11-30,P
145979,2010-11-30,P,2010-11-30,P
145981,2010-11-30,P,2010-11-30,P
145995,2011-04-30,P,2011-04-30,P
145998,2010-11-30,P,2010-11-30,P
146010,2010-11-30,P,2010-11-30,P
146018,2010-11-30,P,2010-11-30,P
146023,2010-11-30,P,2010-11-30,P
146075,2009-07-30,P,2009-07-30,P
146131,2009-07-30,P,2009-07-30,P
146219,2010-12-22,P,2010-12-22,P
146232,2011-01-14,LP,2011-01-14,LP
146233,2011-01-14,P,2011-01-14,P
146240,2011-01-14,P,2011-01-14,P
146261,2011-01-24,P,2011-01-24,P
146292,2011-01-27,LP,2011-01-27,LP
146326,2011-01-27,VUS,2011-01-27,VUS
146334,2011-02-18,P,2011-02-18,P
146353,2011-02-18,P,2011-02-18,P
146355,2011-02-18,LP,2011-02-18,LP
146524,2010-12-22,P,2010-12-22,P
146578,2010-10-19,P,2010-10-19,P
146596,2010-10-19,P,2010-10-19,P
146602,2010-10-20,P,2010-10-20,P
146619,2010-10-20,P,2010-10-20,P
146683,2011-08-05,P,2011-08-05,P
146703,2009-11-30,P,2009-11-30,P
146707,2009-11-30,P,2009-11-30,P
146711,2009-11-30,P,2009-11-30,P
146725,2010-07-30,LP,2010-07-30,LP
146764,2010-10-30,P,2010-10-30,P
146791,2010-10-30,P,2010-10-30,P
146814,2010-11-30,P,2010-11-30,P
146830,2010-11-30,VUS,2010-11-30,VUS
146845,2010-11-30,P,2010-11-30,P
146857,2010-11-30,P,2010-11-30,P
146858,2010-11-30,P,2010-11-30,P
146861,2012-09-21,P,2012-09-21,P
146931,2010-10-20,P,2010-10-20,P
147257,2010-12-22,P,2010-12-22,P
147352,2010-12-22,P,2010-12-22,P
147368,2010-12-22,P,2010-12-22,P
147398,2010-12-22,P,2010-12-22,P
147401,2010-12-22,P,2010-12-22,P
147420,2010-12-22,P,2010-12-22,P
147465,2010-12-22,P,2010-12-22,P
147508,2010-12-22,P,2010-12-22,P
147547,2010-10-01,P,2010-10-01,P
147626,2010-01-30,P,2010-01-30,P
147627,2010-01-30,P,2010-01-30,P
147631,2010-01-30,P,2010-01-30,P
147668,2010-10-14,P,2010-10-14,P
147683,2010-10-14,P,2010-10-14,P
147729,2010-12-22,VUS,2010-12-22,VUS
147748,2010-12-22,P,2010-12-22,P
147844,2011-09-16,P,2011-09-16,P
147922,2010-12-22,P,2010-12-22,P
147946,2010-12-22,P,2010-12-22,P
147967,2010-12-22,P,2010-12-22,P
147969,2010-12-22,P,2010-12-22,P
147991,2010-12-22,VUS,2010-12-22,VUS
148012,2010-12-22,P,2010-12-22,P
148018,2010-12-22,P,2010-12-22,P
148019,2010-12-22,P,2010-12-22,P
148051,2010-12-22,P,2010-12-22,P
148052,2010-12-22,P,2010-12-22,P
148083,2010-12-22,P,2010-12-22,P
148110,2011-09-16,B,2011-09-16,B
148186,2011-03-21,P,2011-03-21,P
148340,2011-04-14,P,2011-04-14,P
148341,2011-04-14,P,2011-04-14,P
148356,2011-04-21,P,2011-04-21,P
148363,2011-04-21,P,2011-04-21,P
148379,2012-04-05,P,2012-04-05,P
148421,2011-05-12,P,2011-05-12,P
148478,2011-09-12,P,2011-09-12,P
148479,2011-09-12,P,2011-09-12,P
148508,2011-06-05,P,2011-06-05,P
148651,2011-08-29,P,2011-08-29,P
148759,2012-06-01,P,2012-06-01,P
148806,2012-01-13,VUS,2012-01-13,VUS
148821,2011-10-26,P,2011-10-26,P
148822,2011-10-26,P,2011-10-26,P
148823,2012-08-02,P,2012-08-02,P
148843,2011-12-16,LB,2011-12-16,LB
148900,2011-11-16,P,2011-11-16,P
148918,2011-12-02,LP,2011-12-02,LP
148947,2011-12-16,P,2011-12-16,P
148952,2011-12-16,P,2011-12-16,P
148958,2011-12-16,P,2011-12-16,P
149010,2012-01-10,P,2012-01-10,P
149047,2012-01-23,P,2012-01-23,P
149048,2012-01-16,P,2012-01-16,P
149058,2012-01-23,P,2012-01-23,P
149061,2012-01-23,P,2012-01-23,P
149087,2012-02-10,P,2012-02-10,P
149103,2012-02-14,LP,2012-02-14,LP
149105,2012-02-14,P,2012-02-14,P
149142,2012-03-09,P,2012-03-09,P
149255,2012-04-16,P,2012-04-16,P
149257,2012-04-16,P,2012-04-16,P
149328,2011-07-05,P,2011-07-05,P
149337,2011-06-20,P,2011-06-20,P
149359,2012-09-21,VUS,2012-09-21,VUS
149544,2012-08-02,P,2012-08-02,P
149547,2012-07-02,P,2012-07-02,P
149568,2012-05-03,LP,2012-05-03,LP
149660,2012-09-21,P,2012-09-21,P
149685,2012-07-09,P,2012-07-09,P
149702,2011-08-02,P,2011-08-02,P
149705,2012-09-21,P,2012-09-21,P
149719,2012-09-21,LB,2012-09-21,LB
149828,2012-09-21,P,2012-09-21,P
149834,2012-09-21,P,2012-09-21,P
149867,2012-01-03,VUS,2012-01-03,VUS
149905,2012-09-21,P,2012-09-21,P
149975,2012-09-21,P,2012-09-21,P
150032,2012-08-02,P,2012-08-02,P
150050,2012-05-07,P,2012-05-07,P
150068,2012-09-21,LB,2012-09-21,LB
150138,2012-05-14,P,2012-05-14,P
150141,2012-05-07,P,2012-05-07,P
